RBD;c_COD_COM_RBD;DGV_RBD;NOM_RBD;COD_DEPE;COD_DEPE2;RURAL_RBD;LATITUD;LONGITUD;CONVENIO_PIE;PACE;MAT_TOTAL;MATRICULA;ESTADO_ESTAB;ORI_RELIGIOSA;ORI_OTRO_GLOSA;PAGO_MATRICULA;PAGO_MENSUAL
3797;16301;4;COLEGIO SAGRADO CORAZON DE JESUS;3;2;0;-36.43251;-71.961418;1;0;1280;1;1;2;;GRATUITO;GRATUITO
3798;16303;2;ESCUELA SAN JORGE DE NIQUEN;6;5;1;-36.404621;-71.80629;1;0;168;1;1;1;;GRATUITO;GRATUITO
3799;16303;0;ESCUELA CHACAY;6;5;1;-36.36726;-71.772377;1;0;207;1;1;1;;GRATUITO;GRATUITO
3800;16303;8;LICEO TIUQUILEMU;6;5;1;-36.391899;-71.833557;1;1;204;1;1;1;;GRATUITO;GRATUITO
3801;16303;6;ESCUELA NIQUEN;6;5;1;-36.29446;-71.900818;1;0;100;1;1;1;;GRATUITO;GRATUITO
3802;16303;4;LICEO SAN GREGORIO;6;5;0;-36.28384;-71.814796;1;1;500;1;1;1;;GRATUITO;GRATUITO
3803;16303;2;ESCUELA HUENUTIL DE LA CABRERIA;6;5;1;-36.33209932;-71.78026176;0;0;0;0;3;2;;GRATUITO;GRATUITO
3804;16303;0;ESCUELA ZEMITA;6;5;1;-36.39949;-71.738853;1;0;53;1;1;1;;GRATUITO;GRATUITO
3805;16303;9;ESCUELA COMILLAUN;6;5;1;;;0;0;0;0;3;9;;SIN INFORMACION;SIN INFORMACION
3806;16303;7;ESCUELA LOS MAITENES;6;5;1;;;0;0;0;0;3;9;;SIN INFORMACION;SIN INFORMACION
3807;16303;5;ESCUELA BELEN;6;5;1;-36.19201279;-72.03343964;0;0;0;0;1;2;;GRATUITO;GRATUITO
3808;16303;3;ESCUELA LA GLORIA;6;5;1;-36.38306;-71.865646;0;0;0;0;1;2;;GRATUITO;GRATUITO
3809;16303;1;ESCUELA LAS MIRAS;6;5;1;-36.33050351;-71.84193196;0;0;0;0;2;2;;GRATUITO;GRATUITO
3810;16303;5;SAN ROQUE;6;5;0;;;0;0;0;0;3;9;;SIN INFORMACION;SIN INFORMACION
3811;16303;3;;6;5;0;;;0;0;0;0;3;9;;SIN INFORMACION;SIN INFORMACION
3812;16303;1;ESCUELA EL TRANQUE;6;5;1;;;0;0;0;0;3;9;;SIN INFORMACION;SIN INFORMACION
3814;16303;8;ESCUELA LAS ROSAS;6;5;1;-36.33567;-71.812958;0;0;0;0;1;7;LAICO;GRATUITO;GRATUITO
3815;16303;6;ESCUELA PUERTAS DE VIRGUIN;6;5;1;-36.347721;-71.847816;1;0;120;1;1;1;;GRATUITO;GRATUITO
3816;16303;4;ESCUELA INTERNADO;6;5;1;;;0;0;0;0;3;9;;SIN INFORMACION;SIN INFORMACION
3817;16303;2;ESCUELA VIRGUIN;6;5;1;;;0;0;0;0;3;9;;SIN INFORMACION;SIN INFORMACION
3818;16303;0;ESCUELA COLVINDO;6;5;1;-36.31485;-71.764107;1;0;22;1;1;1;;GRATUITO;GRATUITO
3819;16303;9;ESCUELA OTINGUE;6;5;1;;;0;0;0;0;3;9;;SIN INFORMACION;SIN INFORMACION
3820;16303;2;ESCUELA BULI-CASERIO;6;5;1;-36.367611;-71.886971;1;0;58;1;1;2;;GRATUITO;GRATUITO
3821;16303;0;ESCUELA LA TORRE DE CANCHIUQUE;6;5;1;;;0;0;0;0;3;9;;SIN INFORMACION;SIN INFORMACION
3822;16303;9;ESCUELA LAS ENCINAS;6;5;1;;;0;0;0;0;3;9;;SIN INFORMACION;SIN INFORMACION
3823;16304;7;LICEO BICENTENARIO POLIVALENTE JORGE ALESSANDRI RODRIGUEZ;6;5;0;-36.556252;-71.549698;1;1;707;1;1;1;;GRATUITO;GRATUITO
3824;16304;5;EL RELBUN;6;5;0;;;0;0;0;0;3;9;;SIN INFORMACION;SIN INFORMACION
3825;16304;3;ESCUELA BASICA EL PALO;6;5;1;;;0;0;0;0;3;9;;SIN INFORMACION;SIN INFORMACION
3826;16304;1;ESCUELA BASICA MAITENAL;6;5;1;-36.52059728;-71.56900887;0;0;0;0;3;1;;GRATUITO;GRATUITO
3828;16304;8;ESCUELA BASICA LOS COIGUES;6;5;1;-36.442032;-71.613113;1;0;7;1;1;1;;GRATUITO;GRATUITO
3829;16304;6;ESCUELA BÁSICA JOSÉ ANDRES LEIVA LEIVA;6;5;1;-36.651611;-71.395233;1;0;34;1;1;1;;GRATUITO;GRATUITO
3831;16304;8;ESCUELA BASICA PASO ANCHO;6;5;1;-36.46236;-71.681671;1;0;175;1;1;1;;GRATUITO;GRATUITO
3832;16304;6;ESCUELA BASICA FABIAN DE LA FUENTE;6;5;1;-36.615261;-71.444611;1;0;13;1;1;1;;GRATUITO;GRATUITO
3833;16304;4;ESCUELA BASICA TRABUNCURA;6;5;1;-36.408482;-71.617996;1;0;38;1;1;1;;GRATUITO;GRATUITO
3834;16304;2;PICHIRRICON;6;5;0;;;0;0;0;0;3;9;;SIN INFORMACION;SIN INFORMACION
3835;16302;0;ESCUELA BRITANICA GUILLERMINA DRAKE WOOD;6;5;0;-36.627789;-71.832497;1;0;477;1;1;1;;GRATUITO;GRATUITO
3836;16302;9;ESCUELA DOMITILA URREJOLA MENCHACA;6;5;1;-36.537701;-71.842644;1;0;174;1;1;1;;GRATUITO;GRATUITO
3837;16302;7;ESCUELA ENRIQUE GRAF REYES;6;5;1;-36.64986;-71.877701;1;0;27;1;1;1;;GRATUITO;GRATUITO
3838;16302;5;ESCUELA BASICA TANILVORO;6;5;1;-36.73629;-71.813637;1;0;70;1;1;2;;GRATUITO;GRATUITO
3839;16302;3;ESCUELA TALQUIPEN;6;5;1;-36.601768;-71.913147;1;0;205;1;1;1;;GRATUITO;GRATUITO
3840;16302;7;ESCUELA BASICA NIBLINTO;6;5;1;-36.599602;-71.775528;1;0;97;1;1;7;VALORICO-INCLUSIVO-RELIGIOSO;GRATUITO;GRATUITO
3841;16302;5;ESCUELA GUARDIA MARINA ERNESTO RIQUELME;6;5;1;-36.667091;-71.707687;1;0;116;1;1;7;CRISTIANA;GRATUITO;GRATUITO
3842;16302;3;ESCUELA HEROES DE IQUIQUE;6;5;1;-36.59037;-71.76606;1;0;158;1;1;3;;GRATUITO;GRATUITO
3843;16302;1;ESCUELA PORVENIR DE CATO;6;5;1;-36.544708;-71.78067;1;0;295;1;1;1;;GRATUITO;GRATUITO
3845;16302;8;ESCUELA MANUEL MONTT;6;5;1;-36.51462555;-71.76649475;0;0;0;0;1;3;;GRATUITO;GRATUITO
3846;16302;6;ESCUELA BÁSICA EMBALSE COIHUECO;6;5;1;-36.63076;-71.787048;1;0;15;1;1;1;;GRATUITO;GRATUITO
3847;16302;4;ESCUELA ARTURO PEREZ CANTO;6;5;1;;;0;0;0;0;3;9;;SIN INFORMACION;SIN INFORMACION
3848;16302;2;INES DE SUAREZ;6;5;0;;;0;0;0;0;3;9;;SIN INFORMACION;SIN INFORMACION
3849;16101;0;ESCUELA CAMILO HENRIQUEZ;2;1;1;-36.63451;-72.017776;1;0;112;1;1;1;;GRATUITO;GRATUITO
3850;16302;4;ESCUELA JUAN JOSE SAN MARTIN;6;5;1;-36.565929;-71.679237;0;0;0;0;1;2;;GRATUITO;GRATUITO
3851;16302;2;ESCUELA HERNÁN MERINO CORREA;6;5;1;-36.589909;-71.714127;0;0;0;0;1;1;;GRATUITO;GRATUITO
3852;16302;0;ESCUELA ANIBAL PINTO;6;5;1;-36.65802;-71.910263;0;0;12;1;1;7;CRISTIANA;GRATUITO;GRATUITO
3853;16302;9;ESCUELA JULIO MONTT SALAMANCA;6;5;1;-36.546551;-71.766037;0;0;9;1;1;1;;GRATUITO;GRATUITO
3854;16302;7;ESCUELA CANCHA RAYADA;6;5;1;-36.664082;-71.777748;0;0;9;1;1;1;;GRATUITO;GRATUITO
3855;16302;5;ESCUELA GENERAL PEDRO LAGOS MARCHANT;6;5;1;-36.594978;-72.009323;1;0;121;1;1;1;;GRATUITO;GRATUITO
3856;16302;3;ESCUELA MANUEL MATUS HERMOSILLA;6;5;1;-36.685329;-71.892174;1;0;168;1;1;1;;GRATUITO;GRATUITO
3857;16302;1;ESCUELA BENJAMIN VICUNA MACKENNA;6;5;1;-36.74461;-71.802391;0;0;15;1;1;1;;GRATUITO;GRATUITO
3859;16302;8;ESCUELA SAN ANTONIO DE FRUTILLARES;6;5;1;-36.58474;-71.871208;1;0;13;1;1;1;;GRATUITO;GRATUITO
3860;16302;1;ESCUELA ELEUTERIO RAMIREZ M.;6;5;1;;;0;0;0;0;3;9;;SIN INFORMACION;SIN INFORMACION
3862;16302;8;ESCUELA JUAN DE DIOS ALDEA;6;5;1;-36.58309174;-71.64433289;0;0;0;0;1;2;;GRATUITO;GRATUITO
3863;16302;6;ESCUELA JOSE JOAQUIN PRIETO;6;5;1;-36.71952585;-71.6653359;0;0;0;0;2;1;;GRATUITO;GRATUITO
3864;16302;4;ESCUELA JOSE GASPAR MARIN;6;5;1;;;0;0;0;0;3;9;;SIN INFORMACION;SIN INFORMACION
3865;16101;2;COLEGIO ADVENTISTA DE CHILE;3;2;1;-36.638748;-71.995117;0;0;703;1;1;7;ADVENTISTA DEL SEPTIMO DÍA;$1.000 A $10.000;$25.001 A $50.000
3866;16101;0;ESCUELA PARTICULAR LAS MARIPOSAS;3;2;1;-36.638889;-71.994888;1;0;430;1;1;7;ADVENTISTA DEL 7º DIA;GRATUITO;GRATUITO
3867;16302;9;ESCUELA PARTIC.LOS ALTOS DE MIRAFLORES;3;2;1;-36.666279;-71.842613;1;0;43;1;1;3;;GRATUITO;GRATUITO
3868;16302;7;EL PROGRESO;3;2;0;;;0;0;0;0;3;9;;SIN INFORMACION;SIN INFORMACION
3869;16302;5;ESCUELA AGROECOLÓGICAS LAS ISLAS;3;2;1;-36.77227;-71.780579;0;0;12;1;1;1;;GRATUITO;GRATUITO
3870;16302;9;ESCUELA PARTICULAR AMANECER;3;2;1;-36.704021;-71.729813;0;0;2;1;1;7;ADVENTISTA;GRATUITO;GRATUITO
3871;16106;7;LICEO BICENTENARIO POLITÉCNICO JOSÉ MANUEL PINTO ARIAS;6;5;0;-36.70417;-71.894096;1;1;416;1;1;1;;GRATUITO;GRATUITO
3872;16106;5;ESCUELA JOSE TOHA SOLDEVILLA;6;5;1;-36.84539;-71.657784;1;0;243;1;1;1;;GRATUITO;GRATUITO
3874;16106;1;ESCUELA JAVIER JARPA SOTOMAYOR;6;5;1;-36.856049;-71.644043;1;0;54;1;1;1;;GRATUITO;GRATUITO
3876;16106;8;ESCUELA HECTOR MANUEL ARIAS CORTES;6;5;1;-36.791321;-71.833641;1;0;22;1;1;1;;GRATUITO;GRATUITO
3877;16106;6;ESCUELA SANTA EDUVIGES;6;5;1;-36.761471;-71.957359;1;0;18;1;1;1;;GRATUITO;GRATUITO
3878;16106;4;ESCUELA SAN HUGO;6;5;1;;;0;0;0;0;3;9;;SIN INFORMACION;SIN INFORMACION
3879;16106;2;ESCUELA PASO DEL SOLDADO;6;5;1;-36.71730055;-71.9238252;0;0;0;0;3;2;;GRATUITO;GRATUITO
3880;16106;6;ESCUELA LA MONTANA;6;5;1;-36.758839;-71.91378;0;0;0;0;3;2;;GRATUITO;GRATUITO
3881;16106;4;ESCUELA PUERTA DEL SOL;6;5;1;-36.79355501;-71.76378265;0;0;0;0;3;7;HUMANISTA;GRATUITO;GRATUITO
3882;16106;2;ESCUELA NIDO DE GOLONDRINAS;6;5;1;-36.817039;-71.717392;1;0;8;1;1;1;;GRATUITO;GRATUITO
3883;16106;0;ESCUELA BASICA JUAN JORGE;6;5;1;-36.72427;-71.841599;1;0;77;1;1;1;;GRATUITO;GRATUITO
3884;16106;9;ESCUELA SAN ALFONSO;6;5;1;-36.712769;-71.866837;1;0;10;1;1;1;;GRATUITO;GRATUITO
3885;16106;7;COLEGIO FRANCISCO DE ASIS;3;2;0;-36.70467;-71.890251;1;0;663;1;1;2;;GRATUITO;GRATUITO
3886;16108;5;LICEO BICENTENARIO MANUEL JESUS ORTIZ;2;1;0;-36.799286;-72.029907;1;1;422;1;1;1;;GRATUITO;GRATUITO
3887;16108;3;LICEO BICENTENARIO DE EXCELENCIA PUEBLO SECO;2;1;1;-36.880798;-72.09346;1;1;285;1;1;7;LAICA;GRATUITO;GRATUITO
3888;16108;1;COLEGIO BICENTENARIO DE EXCELENCIA POLITECNICO VICTOR JARA;2;1;1;-36.841282;-72.101822;1;1;317;1;1;1;;GRATUITO;GRATUITO
3890;16108;3;ESCUELA MARÍA LUISA ESPINOZA RUIZ;2;1;1;-36.815479;-71.960823;1;0;87;1;1;1;;GRATUITO;GRATUITO
3891;16108;1;ESCUELA LAS QUILAS;2;1;1;-36.875938;-72.046631;1;0;44;1;1;2;;GRATUITO;GRATUITO
3893;16108;8;ESCUELA SAN BERNARDO;2;1;1;;;0;0;0;0;3;9;;SIN INFORMACION;SIN INFORMACION
3894;16108;6;ESCUELA SANTA MARIA;2;1;1;-36.846432;-71.902367;0;0;8;1;1;2;;GRATUITO;GRATUITO
3895;16108;4;COLTON MEDIO;2;1;0;;;0;0;0;0;3;9;;SIN INFORMACION;SIN INFORMACION
3896;16108;2;ESCUELA MONTANA GARAY;2;1;1;;;0;0;0;0;3;9;;SIN INFORMACION;SIN INFORMACION
3897;16108;0;ESCUELA CALLE ALEGRE;2;1;1;-36.84642;-72.068787;1;0;32;1;1;2;;GRATUITO;GRATUITO
3898;16108;9;ESCUELA SANTA JUANA;2;1;1;-36.850021;-71.969589;0;0;5;1;1;2;;GRATUITO;GRATUITO
3899;16108;7;ESCUELA COLTON VARIANTE;2;1;1;-36.78896;-72.110779;1;0;42;1;1;1;;GRATUITO;GRATUITO
3900;16108;4;ESCUELA JOSÉ HUMBERTO BARRERA BARRERA;2;1;1;-36.847191;-72.137077;0;0;0;0;1;7;LAICA;GRATUITO;GRATUITO
3901;16108;2;ESCUELA LA ERMITA DE DIGUILLIN;2;1;1;-36.87874738;-72.18819246;0;0;0;0;2;1;;GRATUITO;GRATUITO
3902;16108;0;ESCUELA ZAPALLAR;2;1;1;;;0;0;0;0;3;9;;SIN INFORMACION;SIN INFORMACION
3903;16108;9;ESCUELA MAYULERMO;2;1;1;-36.818729;-71.895119;1;0;43;1;1;2;;GRATUITO;GRATUITO
3904;16108;7;ESCUELA LOURDES;2;1;1;-36.832241;-72.087112;0;0;6;1;1;2;;GRATUITO;GRATUITO
3905;16108;5;ESCUELA LARQUI CHICO;2;1;1;;;0;0;0;0;3;9;;SIN INFORMACION;SIN INFORMACION
3906;16108;3;ESCUELA SELVA NEGRA;2;1;1;-36.7873;-71.927368;1;0;44;1;1;2;;GRATUITO;GRATUITO
3907;16108;1;COLEGIO BICENTENARIO MARY WARD;3;2;0;-36.800049;-72.032089;1;0;835;1;1;2;;GRATUITO;GRATUITO
3909;16104;8;LICEO BICENTENARIO DE EXCELENCIA POLIVALENTE JUVENAL HERNÁNDEZ JAQUE;2;1;0;-36.898529;-72.031097;1;1;813;1;1;2;;GRATUITO;GRATUITO
3910;16104;1;ESCUELA VIRGEN DEL CARMEN;2;1;0;-36.89959;-72.03006;1;0;827;1;1;1;;GRATUITO;GRATUITO
3912;16104;8;ESCUELA DEL CARMEN SAN MARTÍN OTÁROLA;2;1;1;-36.86235;-71.967422;1;0;54;1;1;7;EDUCACIÓN SOCIOEMOCIONAL;GRATUITO;GRATUITO
3913;16104;6;ESCUELA NAVIDAD-TREHUALEMU;2;1;1;-36.896839;-71.929802;1;0;95;1;1;2;;GRATUITO;GRATUITO
3914;16104;4;ESCUELA BERNARDINO MUNOZ GONZALEZ;2;1;1;-36.932072;-71.872627;1;0;53;1;1;2;;GRATUITO;GRATUITO
3915;16104;2;ESCUELA EL BOSQUE;2;1;1;;;0;0;0;0;3;9;;SIN INFORMACION;SIN INFORMACION
3916;16104;0;ESCUELA CAPILLA NORTE;2;1;1;-36.916889;-71.803413;1;0;33;1;1;1;;GRATUITO;GRATUITO
3917;16104;9;ESCUELA VALLE DE ATACALCO;2;1;1;-36.830059;-71.728111;0;0;4;1;1;2;;GRATUITO;GRATUITO
3918;16104;7;ESCUELA LUIS TEODORO ORTEGA OYARCE;2;1;1;-36.916229;-71.802994;1;0;19;1;1;2;;GRATUITO;GRATUITO
3919;16104;5;ESCUELA TREHUALEMU ORIENTE;2;1;1;-36.95533959;-71.83490565;0;0;0;0;3;2;;GRATUITO;GRATUITO
3920;16104;9;ESCUELA SAN RICAEL;2;1;1;-36.932049;-71.743713;0;0;5;1;1;2;;GRATUITO;GRATUITO
3921;16104;7;ESCUELA LAS HORMIGAS;2;1;1;-36.89719;-72.026772;1;0;11;1;1;2;;GRATUITO;GRATUITO
3922;16104;5;ESCUELA MATA REDONDA;2;1;1;-36.95787;-71.979477;1;0;38;1;1;2;;GRATUITO;GRATUITO
3923;16104;3;ESCUELA CASTANAL;2;1;1;-36.92910123;-71.86704573;0;0;0;0;3;2;;GRATUITO;GRATUITO
3924;16104;1;ESCUELA VERGARA;2;1;1;-36.902191;-71.758636;0;0;6;1;1;2;;GRATUITO;GRATUITO
3926;16104;8;ESCUELA SAN JOSE SUR;2;1;1;-36.98769;-71.766006;1;0;4;1;1;2;;GRATUITO;GRATUITO
3927;16104;6;ESCUELA CHAMIZAL;2;1;1;-36.990829;-71.840157;0;0;0;0;1;2;;GRATUITO;GRATUITO
3928;16104;4;ESCUELA RINCONADA DEL DIGUILLIN;2;1;1;;;0;0;0;0;3;9;;SIN INFORMACION;SIN INFORMACION
3929;16104;2;ESCUELA LOS ALPES;2;1;1;;;0;0;0;0;3;9;;SIN INFORMACION;SIN INFORMACION
3930;16104;6;ESCUELA HUEMUL;2;1;1;-36.886829;-71.815239;0;0;0;0;2;2;;GRATUITO;GRATUITO
3931;16104;4;ESCUELA CARDEMIO FRANCO GUTIERREZ;2;1;1;-36.9594518;-71.86628643;0;0;0;0;2;2;;GRATUITO;GRATUITO
3932;16104;2;ESCUELA MAIPO;2;1;1;-36.896858;-72.032753;0;0;4;1;1;1;;GRATUITO;GRATUITO
3933;16104;0;ESCUELA LOMA BLANCA;2;1;1;-36.9726818;-71.93186623;0;0;0;0;2;9;;SIN INFORMACION;SIN INFORMACION
3934;16104;9;ESCUELA SAN ISIDRO;2;1;1;-36.913311;-71.951942;1;0;9;1;1;2;;GRATUITO;GRATUITO
3935;16104;7;ESCUELA DE SAN VICENTE ALTO;2;1;1;-36.859131;-71.801872;1;0;52;1;1;1;;GRATUITO;GRATUITO
3936;16104;5;ESCUELA TEMUCUTILLO;2;1;1;-36.92808395;-71.96240326;0;0;0;0;2;2;;GRATUITO;GRATUITO
3937;16104;3;ESCUELA BALSA ZAPALLAR;2;1;1;-36.842831;-71.802116;1;0;6;1;1;2;;GRATUITO;GRATUITO
3938;16109;1;ESCUELA BÁSICA ADULTOS YUNGAY;2;1;0;-37.12102509;-72.02461243;1;0;34;1;1;7;ESC. BAS. ADULTO CARCEL;GRATUITO;GRATUITO
3940;16109;3;LICEO DE YUNGAY;2;1;0;-37.119431;-72.019859;1;1;579;1;1;1;;GRATUITO;GRATUITO
3941;16109;1;LICEO CAMPANARIO;2;1;0;-37.135799;-72.182709;1;1;387;1;1;1;;GRATUITO;GRATUITO
3943;16109;8;CHOLGUAN;2;1;0;;;0;0;0;0;3;9;;SIN INFORMACION;SIN INFORMACION
3944;16109;6;ESCUELA EL AVELLANO;2;1;1;-37.09607315;-71.69850159;0;0;0;0;1;1;;GRATUITO;GRATUITO
3945;16109;4;ESCUELA LOS PUQUIOS;2;1;1;-37.061901;-72.108452;1;0;0;0;1;1;;GRATUITO;GRATUITO
3947;16109;0;ESCUELA PANGAL DEL LAJA;2;1;1;-37.18013;-72.208832;0;0;2;1;1;1;;GRATUITO;GRATUITO
3948;16109;9;ESCUELA SAN MIGUEL DE ITATA;2;1;1;-37.103851;-72.134232;1;0;52;1;1;1;;GRATUITO;GRATUITO
3949;16109;7;ESCUELA EL ROBLE;2;1;1;-37.174561;-72.167023;1;0;10;1;1;7;TOLERANTE;GRATUITO;GRATUITO
3950;16109;0;ESCUELA SANTA LUCIA ALTO;2;1;1;-37.11966024;-71.68485614;0;0;0;0;2;1;;GRATUITO;GRATUITO
3951;16109;9;ESCUELA SANTA LUCIA BAJO;2;1;1;-37.14152365;-71.67762583;0;0;0;0;3;9;;SIN INFORMACION;SIN INFORMACION
3952;16109;7;ESCUELA SANTA IRMA;2;1;1;-37.09845;-71.805183;0;0;0;0;1;1;;GRATUITO;GRATUITO
3953;16109;5;ESCUELA L.GRAL.BERNARDO O'HIGGINS;2;1;1;;;0;0;0;0;3;9;;SIN INFORMACION;SIN INFORMACION
3954;16109;3;ESCUELA EL CASTILLO;2;1;1;-37.11092871;-71.92645807;0;0;0;0;2;1;;GRATUITO;GRATUITO
3955;16109;1;ESCUELA BASICA RANCHILLOS;2;1;1;-37.07798;-72.189034;1;0;73;1;1;1;;GRATUITO;GRATUITO
3957;16109;8;ESCUELA LOS MAYOS;2;1;1;-37.127331;-71.880257;1;0;97;1;1;2;;GRATUITO;GRATUITO
3958;16109;6;ESCUELA LOS LAURELES;2;1;1;-37.08073;-71.840897;0;0;0;0;1;1;;GRATUITO;GRATUITO
3959;16109;4;ESCUELA PALLAHUALA;2;1;1;-37.08057;-71.970078;0;0;2;1;1;2;;GRATUITO;GRATUITO
3960;16109;8;COLEGIO DIVINA PASTORA;3;2;0;-37.12183;-72.01342;1;0;579;1;1;2;;GRATUITO;GRATUITO
3961;16105;6;LICEO POLIVALENTE TOMÁS ARNALDO HERRERA VEGA;2;1;0;-36.968151;-72.100594;1;1;250;1;1;1;;GRATUITO;GRATUITO
3962;16105;4;ESCUELA BASICA EL CIPRES;2;1;1;-37.047211;-71.912437;0;0;1;1;1;1;;GRATUITO;GRATUITO
3963;16105;2;ESCUELA BASICA VILLA SAN PABLO;2;1;1;;;0;0;0;0;2;9;;SIN INFORMACION;SIN INFORMACION
3964;16105;0;ESCUELA JOSE FRANCISCO ZAPATA DOMINGUEZ;2;1;1;-37.02684;-72.045929;1;0;6;1;1;2;;GRATUITO;GRATUITO
3965;16105;9;ESCUELA BASICA SANTA JULIA;2;1;1;-37.013378;-72.012283;0;0;0;0;1;1;;GRATUITO;GRATUITO
3966;16105;7;ESCUELA VILLA SAN PEDRO;2;1;1;-36.945019;-72.303886;1;0;3;1;1;1;;GRATUITO;GRATUITO
3967;16105;5;ESCUELA BASICA GENERAL CRUZ;2;1;1;-36.938049;-72.352089;1;0;68;1;1;2;;GRATUITO;GRATUITO
3968;16105;3;ESCUELA BASICA MONTE EL LEON;2;1;1;-37.016369;-71.744621;1;0;6;1;1;1;;GRATUITO;GRATUITO
3969;16105;1;ESCUELA BASICA RELBUN;2;1;1;-36.94839692;-72.27463126;0;0;0;0;2;9;;SIN INFORMACION;SIN INFORMACION
3970;16105;5;ESCUELA BASICA CANELILLO;2;1;1;-37.024151;-71.965599;0;0;0;0;1;1;;GRATUITO;GRATUITO
3971;16105;3;ESCUELA JOSÉ RENÉ SALGADO;2;1;1;-37.020882;-71.855164;1;0;65;1;1;2;;GRATUITO;GRATUITO
3972;16105;1;ESCUELA ARTURO MATTE ALESSANDRI;2;1;1;-36.897911;-72.317093;1;0;127;1;1;1;;GRATUITO;GRATUITO
3974;16105;8;ESCUELA BASICA VALLE HERMOSO;2;1;1;-36.955841;-72.253754;1;0;67;1;1;2;;GRATUITO;GRATUITO
3975;16105;6;ESCUELA BASICA SALTO DE DANICALQUI;2;1;1;-37.010208;-72.182007;1;0;12;1;1;1;;GRATUITO;GRATUITO
3976;16102;4;LICEO MANUEL BULNES;2;1;0;-36.73856;-72.296951;1;1;481;1;1;7;LAICA;GRATUITO;GRATUITO
3977;16102;2;LICEO BICENTENARIO SANTA CRUZ DE LARQUI;2;1;0;-36.743092;-72.299072;1;0;705;1;1;1;;GRATUITO;GRATUITO
3978;16102;0;ESCUELA CELIA URRUTIA PRIETO;2;1;0;-36.748661;-72.287956;1;0;116;1;1;1;;GRATUITO;GRATUITO
3979;16102;9;LICEO POLIVALENTE ADULTOS DE ITATA;2;1;0;-36.74539948;-72.30010223;1;0;41;1;1;1;;GRATUITO;GRATUITO
3980;16102;2;ESCUELA BASICA PUEBLO SECO SANTA CLARA;2;1;1;-36.819981;-72.3274;1;0;212;1;1;2;;GRATUITO;GRATUITO
3981;16102;0;ESCUELA EL PALPAL DE SANTA CLARA;2;1;1;-36.828949;-72.333061;1;0;164;1;1;1;;GRATUITO;GRATUITO
3982;16102;9;ESCUELA BATALLA DEL ROBLE;2;1;1;-36.758011;-72.399147;1;0;103;1;1;2;;GRATUITO;GRATUITO
3983;16102;7;ESCUELA EVARISTA OGALDE ORTEGA;2;1;1;-36.78759;-72.209053;1;0;124;1;1;2;;GRATUITO;GRATUITO
3984;16102;5;ESCUELA CANTA RANA;2;1;1;-36.803661;-72.152496;1;0;122;1;1;1;;GRATUITO;GRATUITO
3985;16102;3;;2;1;0;;;0;0;0;0;3;9;;SIN INFORMACION;SIN INFORMACION
3986;16102;1;ESCUELA SANTA ROSA-LAS RAICES;2;1;1;;;0;0;0;0;2;9;;SIN INFORMACION;SIN INFORMACION
3988;16102;8;ESCUELA LAS CARMELITAS;2;1;1;-36.826118;-72.21167;0;0;0;0;3;2;;GRATUITO;GRATUITO
3989;16102;6;ESCUELA RINCONADA DE COLTON;2;1;1;-36.762489;-72.217796;0;0;0;0;2;2;;GRATUITO;GRATUITO
3991;16102;8;ESCUELA COLTON QUILLAY;2;1;1;-36.779049;-72.157784;1;0;47;1;1;1;;GRATUITO;GRATUITO
3992;16102;6;ESCUELA MILAHUE;2;1;1;-36.843609;-72.237297;1;0;31;1;1;2;;GRATUITO;GRATUITO
3993;16102;4;EL ESPINAR;2;1;0;;;0;0;0;0;3;9;;SIN INFORMACION;SIN INFORMACION
3994;16102;2;ESCUELA LOS ESTANQUES;2;1;1;-36.72210693;-72.27043915;0;0;0;0;1;1;;GRATUITO;GRATUITO
3995;16102;0;ESCUELA LOS TILOS JOSÉ ANDRADES VÁSQUEZ;2;1;1;-36.882511;-72.244011;1;0;38;1;1;2;;GRATUITO;GRATUITO
3996;16102;9;ESCUELA LARQUI;2;1;1;;;0;0;0;0;3;9;;SIN INFORMACION;SIN INFORMACION
3997;16102;7;ESCUELA EL CARACOL;2;1;1;-36.81023;-72.243729;1;0;17;1;1;1;;GRATUITO;GRATUITO
3998;16107;5;LICEO POLIVALENTE LUIS CRUZ MARTINEZ;2;1;0;-36.751301;-72.475197;1;1;414;1;1;1;;GRATUITO;GRATUITO
3999;16107;3;ESCUELA BASICA HEROES DEL ITATA;2;1;0;-36.746269;-72.474854;1;0;307;1;1;1;;GRATUITO;GRATUITO
4000;16107;2;ESCUELA BÁSICA AMANDA CHÁVEZ NAVARRETE;2;1;0;-36.750938;-72.478462;1;0;302;1;1;1;;GRATUITO;GRATUITO
4001;16107;0;ESCUELA PEDRO ENRIQUE TORRES SABELLE;2;1;1;-36.893631;-72.429001;1;0;57;1;1;1;;GRATUITO;GRATUITO
4002;16107;9;ESCUELA BASICA EL CASINO;2;1;1;-36.832729;-72.431183;1;0;274;1;1;2;;GRATUITO;GRATUITO
4003;16107;7;ESCUELA BASICA HUACAMALA;2;1;1;-36.82222;-72.462158;1;0;21;1;1;1;;GRATUITO;GRATUITO
4004;16107;5;ESCUELA BASICA QUEIME;2;1;1;-36.78669793;-72.55720315;0;0;0;0;2;2;;GRATUITO;GRATUITO
4005;16107;3;ESCUELA BÁSICA PUERTO LOS FRUTALES DE COYANCO;2;1;1;-36.75071;-72.468826;1;0;155;1;1;2;;GRATUITO;GRATUITO
