RBD;c_COD_COM_RBD;DGV_RBD;NOM_RBD;COD_DEPE;COD_DEPE2;RURAL_RBD;LATITUD;LONGITUD;CONVENIO_PIE;PACE;MAT_TOTAL;MATRICULA;ESTADO_ESTAB;ORI_RELIGIOSA;ORI_OTRO_GLOSA;PAGO_MATRICULA;PAGO_MENSUAL
1;15101;9;LICEO POLITECNICO ARICA;6;5;0;-18.4872;-70.295212;1;1;1086;1;1;2;;GRATUITO;GRATUITO
2;15101;7;PARVULARIO LAS ESPIGUITAS;6;5;0;-18.46986198;-70.30275726;1;0;112;1;1;1;;GRATUITO;GRATUITO
3;15101;5;ESC. PEDRO VICENTE GUTIERREZ TORRES;6;5;1;-18.50358009;-70.26082611;0;0;497;1;1;1;;GRATUITO;GRATUITO
4;15101;3;LICEO OCTAVIO PALMA PEREZ;6;5;0;-18.474239;-70.308273;1;1;1279;1;1;1;;GRATUITO;GRATUITO
5;15101;1;JOVINA NARANJO FERNANDEZ;6;5;0;-18.4769;-70.313454;1;1;783;1;1;7;PLURALISTA;GRATUITO;GRATUITO
7;15101;8;L. POLI. BICENTENARIO DE EXCELENCIA ANTONIO VARAS DE LA BARRA;6;5;0;-18.476151;-70.288368;1;1;1110;1;1;1;;GRATUITO;GRATUITO
8;15101;6;COLEGIO EDUARDO FREI MONTALVA;6;5;0;-18.482491;-70.317581;1;1;806;1;1;7;LAICO;GRATUITO;GRATUITO
9;15101;4;ESCUELA REPUBLICA DE ISRAEL;6;5;0;-18.486691;-70.30452;1;0;1379;1;1;2;;GRATUITO;GRATUITO
10;15101;8;ESCUELA REPUBLICA DE FRANCIA;6;5;0;-18.474369;-70.309036;1;0;137;1;1;1;;GRATUITO;GRATUITO
11;15101;6;ESC. GRAL. PEDRO LAGOS MARCHANT;6;5;0;-18.491011;-70.311577;1;0;322;1;1;7;LAICA;GRATUITO;GRATUITO
12;15101;4;ESCUELA GRAL JOSE MIGUEL CARRERA;6;5;0;-18.49193;-70.293968;1;0;301;1;1;1;;GRATUITO;GRATUITO
13;15101;2;ESCUELA MANUEL RODRIGUEZ ERDOYZA;6;5;0;-18.48134;-70.285347;1;0;245;1;1;1;;GRATUITO;GRATUITO
14;15101;0;ESCUELA ROMULO J. PENA MATURANA;6;5;0;-18.481239;-70.289757;1;0;359;1;1;1;;GRATUITO;GRATUITO
15;15101;9;LICEO BICENTENARIO ARTISTICO DR. JUAN NOE CREVANI;6;5;0;-18.47138596;-70.300354;1;0;393;1;1;7;LAICA;GRATUITO;GRATUITO
16;15101;7;ESCUELA REGIMIENTO RANCAGUA;6;5;0;-18.474831;-70.308777;1;0;273;1;1;1;;GRATUITO;GRATUITO
17;15101;5;ESCUELA SUBTTE. LUIS CRUZ MARTINEZ;6;5;0;-18.46727;-70.290939;1;0;438;1;1;2;;GRATUITO;GRATUITO
18;15101;3;ESC. COMTE. JUAN JOSE SAN MARTIN;6;5;0;-18.476681;-70.287788;1;0;321;1;1;2;;GRATUITO;GRATUITO
19;15101;1;ESC. HUMBERTO VALENZUELA GARCIA;6;5;0;-18.474661;-70.291908;1;0;273;1;1;2;;GRATUITO;GRATUITO
20;15101;5;ESCUELA TUCAPEL;6;5;0;-18.4797;-70.295502;1;0;428;1;1;1;;GRATUITO;GRATUITO
21;15101;3;ESCUELA CARLOS GUIRAO MASSIF;6;5;0;-18.48379188;-70.30008008;0;0;0;0;3;1;;GRATUITO;GRATUITO
22;15101;1;ESCUELA GABRIELA MISTRAL;6;5;0;-18.44829;-70.290649;1;0;886;1;1;1;;GRATUITO;GRATUITO
25;15101;6;COLEGIO CENTENARIO DE ARICA;6;5;0;-18.440001;-70.293381;1;1;836;1;1;7;LAICO;GRATUITO;GRATUITO
26;15101;4;ESCUELA REPUBLICA DE ARGENTINA;6;5;0;-18.48361;-70.300591;1;0;235;1;1;2;;GRATUITO;GRATUITO
27;15101;2;ESCUELA ESMERALDA;6;5;0;-18.483049;-70.308029;1;0;288;1;1;2;;GRATUITO;GRATUITO
28;15101;0;ESCUELA RICARDO SILVA ARRIAGADA;6;5;0;-18.485069;-70.294403;1;0;670;1;1;2;;GRATUITO;GRATUITO
29;15101;9;ESCUELA AMERICA;6;5;0;-18.47761;-70.28302;1;0;535;1;1;7;FORMACIÓN VALÓRICA;GRATUITO;GRATUITO
30;15101;2;ESCUELA DR. RICARDO OLEA GUERRA;6;5;0;-18.48061752;-70.28401184;0;0;173;1;1;1;;GRATUITO;GRATUITO
31;15101;0;ESCUELA DARIO SALAS DIAZ;6;5;1;-18.50066;-70.254593;1;0;384;1;1;1;;GRATUITO;GRATUITO
32;15101;9;LICEO AGRICOLA JOSE ABELARDO NUNEZ M.;6;5;1;-18.51926;-70.178741;1;1;829;1;1;2;;GRATUITO;GRATUITO
33;15101;7;ESCUELA CARLOS CONDELL DE LA HAZA;6;5;1;-18.41711;-70.225853;1;0;198;1;1;7;LAICA;GRATUITO;GRATUITO
35;15101;3;ESCUELA GRAL. MANUEL BAQUEDANO;6;5;1;-18.451719;-70.067574;1;0;138;1;1;2;;GRATUITO;GRATUITO
36;15101;1;ESCUELA IGNACIO CARRERA PINTO;6;5;0;-18.4956;-70.283524;1;0;331;1;1;2;;GRATUITO;GRATUITO
38;15101;8;ESCUELA ESPAÑA;6;5;1;-18.558821;-70.100723;1;0;492;1;1;2;;GRATUITO;GRATUITO
39;15101;6;ESCUELA PAMPA ALGODONAL;6;5;1;-18.578211;-69.965172;1;0;148;1;1;1;;GRATUITO;GRATUITO
41;15101;8;ESCUELA VALLE DE CHACA;6;5;1;-18.820641;-70.140381;0;0;88;1;1;2;;GRATUITO;GRATUITO
42;15101;6;ESCUELA MOLINOS LLUTA;6;5;1;-18.38175;-69.944893;0;0;24;1;1;1;;GRATUITO;GRATUITO
43;15101;4;JARDIN INFANTIL CEPILLIN;3;2;0;-18.439636;-70.290726;0;0;20;1;1;1;;GRATUITO;GRATUITO
44;15101;2;JARDIN INFANTIL PEQUENILANDIA;3;2;0;;;0;0;0;0;3;9;;SIN INFORMACION;SIN INFORMACION
45;15101;0;COLEGIO ITALIANO SANTA ANA;3;2;0;-18.483061;-70.314301;0;0;831;1;1;2;;GRATUITO;GRATUITO
46;15101;9;JARDIN INFANTIL SAN ANDRES;3;2;0;;;0;0;0;0;3;2;;GRATUITO;GRATUITO
47;15101;7;J.  I. KURUMI;4;3;0;-18.492444;-70.2944415;0;0;0;0;1;9;;SIN INFORMACION;SIN INFORMACION
49;15101;3;JARDIN INFANTIL PADRE LUIS GALLARDO;3;2;0;-18.475018;-70.29024;0;0;22;1;1;2;;GRATUITO;GRATUITO
50;15101;7;COLEGIO ADVENTISTA DE ARICA;3;2;0;-18.49332;-70.270767;1;0;521;1;1;7;ADVENTISTA;GRATUITO;GRATUITO
51;15101;5;ESCUELA PARTICULAR REPÚBLICA DEL ECUADOR;3;2;0;-18.4002612;-70.31498364;0;0;0;0;3;1;;GRATUITO;GRATUITO
52;15101;3;LICEO BICENTENARIO DOMINGO SANTA MARIA;3;2;0;-18.46834;-70.303596;1;0;3923;1;1;7;LAICA;GRATUITO;GRATUITO
55;15101;8;JARDIN INFANTIL MONTESSORI GARDEN;3;2;0;-18.48422;-70.30817;0;0;0;0;3;1;;GRATUITO;GRATUITO
56;15101;6;COLEGIO SAN MARCOS DE ARICA;3;2;0;-18.470751;-70.304817;1;0;1001;1;1;2;;GRATUITO;MAS DE $100.000
57;15101;4;JARDIN INFANTIL ZORZALITO;3;2;0;;;0;0;0;0;3;9;;SIN INFORMACION;SIN INFORMACION
58;15101;2;JARDIN INFANTIL PETETE J.M. BORGOÐO;3;2;0;-18.486109;-70.302956;0;0;0;0;2;2;;GRATUITO;GRATUITO
59;15101;0;COLEGIO SAN JORGE;4;3;0;-18.50215;-70.24618;0;0;540;1;1;2;;MAS DE $100.000;MAS DE $100.000
60;15101;4;COLEGIO ALEMAN DE ARICA;3;2;0;-18.49221;-70.280296;1;0;1122;1;1;1;;GRATUITO;GRATUITO
65;15101;5;J.  I.  SOLDADITO DE PLOMO;4;3;0;;;0;0;0;0;2;9;;SIN INFORMACION;SIN INFORMACION
66;15101;3;JARDIN INFANTIL PLUTO;3;2;0;-18.479057;-70.3034;0;0;5;1;1;2;;GRATUITO;GRATUITO
67;15101;1;ABRAHAM LINCOLN SCHOOL;3;2;0;-18.48123;-70.318787;1;0;789;1;1;2;;GRATUITO;$25.001 A $50.000
69;15101;8;JUNIOR COLLEGE;4;3;0;-18.463913;-70.29144;0;0;712;1;1;1;;MAS DE $100.000;MAS DE $100.000
70;15102;1;ESCUELA VALLE DE ESQUINA;6;5;1;-18.93622;-69.530159;0;0;12;1;1;7;MULTICULTURAL;GRATUITO;GRATUITO
72;15102;8;LICEO VALLE DE CODPA;6;5;1;-18.832899;-69.744583;0;1;78;1;1;1;;GRATUITO;GRATUITO
73;15102;6;ESCUELA VALLE DE COBIJA;6;5;1;-18.739889;-69.583237;0;0;1;1;1;1;;GRATUITO;GRATUITO
74;15102;4;ESCUELA VALLE DE CAMARONES;6;5;1;-19.00992;-69.860138;0;0;20;1;1;2;;GRATUITO;GRATUITO
75;15102;2;ESCUELA VALLE DE GUANACAGUA;6;5;1;-18.81953;-69.709549;0;0;2;1;1;2;;GRATUITO;GRATUITO
76;15102;0;ESCUELA VALLE DE CUYA;6;5;1;-19.16044;-70.179573;0;0;5;1;1;2;;GRATUITO;GRATUITO
78;15201;7;LICEO GRANADEROS;6;5;1;-18.19582;-69.561928;1;1;222;1;1;1;;GRATUITO;GRATUITO
79;15201;5;ESCUELA EL MARQUEZ;6;5;1;-18.580721;-69.493759;0;0;9;1;1;7;PLURALISTA;GRATUITO;GRATUITO
81;15201;7;ESCUELA PAYACHATAS;6;5;1;-18.054399;-69.201012;0;0;6;1;1;7;PLURALISTA;GRATUITO;GRATUITO
82;15201;5;ESCUELA SAN FRANCISCO DE ASIS;6;5;1;-18.26881;-69.597023;0;0;2;1;1;2;;GRATUITO;GRATUITO
83;15201;3;ESCUELA COTA COTANI;6;5;1;-18.200001;-69.266701;0;0;0;0;1;2;;GRATUITO;GRATUITO
84;15201;1;ESCUELA LOS ALAMOS;6;5;1;-18.19635;-69.559219;0;0;4;1;1;2;;GRATUITO;GRATUITO
86;15201;8;ESCUELA SAN SANTIAGO DE BELEN;6;5;1;-18.467779;-69.514893;0;0;4;1;1;1;;GRATUITO;GRATUITO
87;15202;6;ESCUELA ANCOLACANE;6;5;1;-17.854719;-69.606133;0;0;3;1;1;2;;GRATUITO;GRATUITO
88;15202;4;ESCUELA ALCERRECA;6;5;1;-17.994341;-69.705887;0;0;0;0;1;2;;GRATUITO;GRATUITO
89;15202;2;ESCUELA HUMAPALCA;6;5;1;-17.834391;-69.702782;0;0;4;1;1;2;;GRATUITO;GRATUITO
90;15202;6;ESCUELA INTERNADO VISVIRI;6;5;1;-17.594879;-69.481163;0;0;60;1;1;2;;GRATUITO;GRATUITO
91;15202;4;ESCUELA COSAPILLA;6;5;1;-17.76635;-69.421242;0;0;3;1;1;2;;GRATUITO;GRATUITO
92;15202;2;ESCUELA CHISLLUMA;6;5;1;-17.69677;-69.688301;0;0;4;1;1;2;;GRATUITO;GRATUITO
93;15202;0;ESCUELA CHUJLLUTA;6;5;1;-17.89942;-69.349213;0;0;3;1;1;2;;GRATUITO;GRATUITO
94;15202;9;ESCUELA GUACOYO;6;5;1;-17.76013;-69.344948;0;0;8;1;1;2;;GRATUITO;GRATUITO
95;15202;7;ESCUELA COLPITAS;6;5;1;-17.95694;-69.453629;0;0;0;0;1;2;;GRATUITO;GRATUITO
97;1101;3;INST. COM. DE IQUIQUE BALDOMERO WOLNITZKY;6;5;0;-20.220369;-70.153061;1;0;610;1;1;1;;GRATUITO;GRATUITO
98;1101;1;CENTRO DE DIAGNOSTICO;3;2;0;;;0;0;0;0;3;9;;SIN INFORMACION;SIN INFORMACION
100;1101;7;ESCUELA;6;5;0;;;0;0;0;0;3;9;;SIN INFORMACION;SIN INFORMACION
101;1101;5;HOGAR ESTUDIANTIL;6;5;0;;;0;0;0;0;3;9;;SIN INFORMACION;SIN INFORMACION
102;1101;3;ESC.EDUC.ESPECIAL FLOR DEL INCA;6;5;0;-20.24097252;-70.13935089;0;0;194;1;1;1;;GRATUITO;GRATUITO
103;1101;1;ESC.EDUC.GRAL.BAS.Y DES.ART.VIOLETA PARRA;6;5;0;-20.22109604;-70.13816833;1;1;484;1;1;2;;GRATUITO;GRATUITO
105;1101;8;CENTRO DE CAPACITACION LABORAL;6;5;0;-20.24172211;-70.13650513;0;0;86;1;1;1;;GRATUITO;GRATUITO
106;1101;6;INSTITUTO DEL MAR ALMIRANTE CARLOS CONDEL;5;4;0;-20.293949;-70.127777;0;0;679;1;1;2;;GRATUITO;GRATUITO
107;1101;4;LICEO LIBERT. GRAL.BERNARDO O´HIGGINS;6;5;0;-20.21981;-70.153313;1;0;722;1;1;1;;GRATUITO;GRATUITO
108;1101;2;LICEO POLITEC. JOSE GUTIERREZ DE LA FUEN;6;5;0;-20.2258;-70.148727;1;1;771;1;1;7;LAICO;GRATUITO;GRATUITO
109;1101;0;COLEGIO DEPORTIVO TEC. PROF. ELENA DUVAUCHELLE CABEZON;6;5;0;-20.216949;-70.153381;1;1;906;1;1;1;;GRATUITO;GRATUITO
110;1101;4;LICEO BICENTENARIO DOMINGO SANTA MARIA DE IQQ.;6;5;0;-20.21759;-70.146912;1;0;1779;1;1;7;LAICA;GRATUITO;GRATUITO
111;1101;2;ESCUELA GABRIELA MISTRAL;6;5;0;-20.22576;-70.141502;1;0;686;1;1;2;;GRATUITO;GRATUITO
112;1101;0;ESCUELA EDUARDO LLANOS;6;5;0;-20.214479;-70.135857;1;0;679;1;1;7;CATÒLICA Y EVANGÈLICA;GRATUITO;GRATUITO
113;1101;9;ESCUELA ALMIRANTE PATRICIO LYNCH;6;5;0;-20.23204;-70.137703;1;0;908;1;1;2;;GRATUITO;GRATUITO
114;1101;7;ESCUELA PLACIDO VILLARROEL;6;5;0;-20.22024;-70.144112;1;0;494;1;1;7;ECUMENICA;GRATUITO;GRATUITO
115;1101;5;ESCUELA JAVIERA CARRERA VERDUGO;6;5;0;-20.21947136;-70.1519483;0;0;0;0;2;2;;GRATUITO;GRATUITO
116;1101;3;COLEGIO REPUBLICA DE CROACIA;6;5;0;-20.22728;-70.13485;1;0;708;1;1;7;CRISTIANA;GRATUITO;GRATUITO
117;1101;1;ESCUELA PAULA JARAQUEMADA ALQUIZAR;6;5;0;-20.2204;-70.146248;1;0;658;1;1;2;;GRATUITO;GRATUITO
119;1101;8;ESCUELA CENTENARIO;6;5;0;-20.213511;-70.145119;1;0;705;1;1;7;LAICO;GRATUITO;GRATUITO
120;1101;1;LICEO COM.Y TEC.ARTURO PRAT CHACON;6;5;0;-20.2095485;-70.14359634;0;0;0;0;2;2;;GRATUITO;GRATUITO
122;1101;8;ESCUELA THILDA PORTILLO OLIVARES;6;5;0;-20.23621;-70.141006;1;0;310;1;1;1;;GRATUITO;GRATUITO
123;1101;6;COLEGIO ESPANA;6;5;0;-20.239719;-70.128853;1;0;545;1;1;7;FORMACIÓN CRISTIANA;GRATUITO;GRATUITO
124;1101;4;LICEO LUIS CRUZ MARTINEZ;6;5;0;-20.241989;-70.137444;1;1;1164;1;1;1;;GRATUITO;GRATUITO
125;1101;2;ESCUELA PROFESOR MANUEL CASTRO RAMOS;6;5;0;-20.245781;-70.138268;1;0;1078;1;1;2;;GRATUITO;GRATUITO
126;1101;0;COLEGIO REPUBLICA DE ITALIA;6;5;0;-20.243601;-70.131493;1;0;649;1;1;1;;GRATUITO;GRATUITO
127;1101;9;LICEO MARIA AUXILIADORA;3;2;0;-20.222321;-70.148376;0;0;861;1;1;2;;GRATUITO;$50.001 A $100.000
128;1101;7;JARDIN INFANTIL LITTLE GARDEN;3;2;0;;;0;0;0;0;3;9;;SIN INFORMACION;SIN INFORMACION
129;1101;5;LICEO SUPERIOR GABRIELA MISTRAL;3;2;0;-20.22109;-70.151443;0;0;328;1;1;2;;$1.000 A $10.000;$10.001 A $25.000
130;1101;9;COLEGIO NORTH COLLEGE;3;2;0;-20.223459;-70.144234;0;0;338;1;1;1;;$1.000 A $10.000;$50.001 A $100.000
131;1101;7;COLEGIO ESCASCE;3;2;0;-20.22464;-70.148178;0;0;392;1;1;1;;GRATUITO;GRATUITO
132;1101;5;COLEGIO BAJO MOLLE;3;2;0;-20.28974;-70.127434;0;0;1870;1;1;1;;GRATUITO;MAS DE $100.000
133;1101;3;COLEGIO ADVENTISTA DE IQUIQUE;3;2;0;-20.22514;-70.148499;1;0;728;1;1;7;ADVENTISTA;GRATUITO;GRATUITO
134;1101;1;LICEO ATENEA;3;2;0;-20.21558;-70.154388;1;0;339;1;1;1;;GRATUITO;GRATUITO
136;1101;8;J.  I.  CAPULLITO;4;3;0;-20.215338;-70.13811;0;0;0;0;1;2;;GRATUITO;$25.001 A $50.000
138;1101;4;COLEGIO HERMANOS CARRERA;4;3;0;;;0;0;0;0;3;9;;SIN INFORMACION;SIN INFORMACION
139;1101;2;JARDIN INFANTIL CONEJITO;4;3;0;-20.214958;-70.15338;0;0;0;0;1;9;;SIN INFORMACION;SIN INFORMACION
143;1101;0;LICEO TRINITY COLLEGE;4;3;0;;;0;0;0;0;3;9;;SIN INFORMACION;SIN INFORMACION
144;1101;9;COLEGIO IQUIQUE YOUNG SCHOOL;3;2;0;-20.223631;-70.143044;0;0;360;1;1;1;;GRATUITO;$10.001 A $25.000
145;1101;7;HISPANO BRITANICO;4;3;0;;;0;0;0;0;3;9;;SIN INFORMACION;SIN INFORMACION
147;1101;3;COLEGIO DON BOSCO;4;3;0;;;0;0;0;0;3;9;;SIN INFORMACION;SIN INFORMACION
148;1101;1;IQUIQUE ENGLISH COLLEGE;4;3;0;;;0;0;0;0;3;9;;SIN INFORMACION;SIN INFORMACION
150;1101;3;LICEO AMERICAN COLLEGE;4;3;0;;;0;0;0;0;3;9;;SIN INFORMACION;SIN INFORMACION
151;1101;1;CINDERELLA S SCHOOL;4;3;0;;;0;0;0;0;3;9;;SIN INFORMACION;SIN INFORMACION
154;1404;6;ESCUELA BASICA FRONTERIZA;2;1;1;-19.92428;-69.511124;1;0;38;1;1;1;;GRATUITO;GRATUITO
156;1404;2;ESCUELA PISAGUA;2;1;1;-19.59798;-70.212967;1;0;40;1;1;1;;GRATUITO;GRATUITO
158;1404;9;ESCUELA CHIAPA;2;1;1;-19.53726;-69.20697;0;0;2;1;1;1;;GRATUITO;GRATUITO
159;1404;7;ESCUELA JAINA;2;1;1;-19.55468;-69.245956;0;0;5;1;1;1;;GRATUITO;GRATUITO
160;1404;0;ESCUELA PACHICA;2;1;1;-19.8659;-69.432037;1;0;49;1;1;1;;GRATUITO;GRATUITO
161;1404;9;LICEO DE HUARA;2;1;1;-19.99688;-69.772636;1;1;503;1;1;1;;GRATUITO;GRATUITO
162;1404;7;ESCUELA SIBAYA;2;1;1;-19.7833;-69.1738;1;0;53;1;1;7;LAICO;GRATUITO;GRATUITO
165;1404;1;ESCUELA CHUSMIZA;2;1;1;-19.683929;-69.188393;0;0;2;1;1;2;;GRATUITO;GRATUITO
167;1402;8;ESCUELA CAMINA;2;1;1;-19.3118;-69.424637;1;0;157;1;1;1;;GRATUITO;GRATUITO
168;1402;6;ESCUELA CUISAMA;2;1;1;-19.323589;-69.456703;1;0;2;1;1;1;;GRATUITO;GRATUITO
169;1402;4;ESCUELA QUISTAGAMA;2;1;1;-19.34207;-69.497017;1;0;5;1;1;7;DIFERENTES RELIGIONES;GRATUITO;GRATUITO
170;1402;8;ESCUELA NAMA;2;1;1;-19.18918;-69.411568;1;0;8;1;1;1;;GRATUITO;GRATUITO
171;1402;6;ESCUELA APAMILCA;2;1;1;-19.309509;-69.392776;1;0;5;1;1;1;;GRATUITO;GRATUITO
172;1402;4;ESCUELA CHAPIQUILTA;2;1;1;-19.31773;-69.41053;1;0;8;1;1;1;;GRATUITO;GRATUITO
173;1402;2;ESCUELA MOQUELLA;2;1;1;-19.350691;-69.514977;1;0;12;1;1;1;;GRATUITO;GRATUITO
174;1402;0;ESCUELA FRANCIA;2;1;1;-19.381559;-69.571472;1;0;22;1;1;1;;GRATUITO;GRATUITO
175;1402;9;ESCUELA YALA YALA;2;1;1;-19.31469;-69.400093;1;0;3;1;1;1;;GRATUITO;GRATUITO
177;1403;5;ESCUELA BASICA CARIQUIMA;2;1;1;-19.467211;-68.644753;0;0;14;1;1;1;;GRATUITO;GRATUITO
178;1403;3;LICEO TECNICO PROFESIONAL COLCHANE;2;1;1;-19.27648;-68.639137;1;1;217;1;1;1;;GRATUITO;GRATUITO
179;1403;1;ESCUELA BASICA MAUQUE;2;1;1;-19.322821;-68.880547;0;0;0;0;1;7;ESPIRITUALIDAD INDÍGENA;GRATUITO;GRATUITO
184;1403;8;ESCUELA BASICA ESCAPINA;2;1;1;;;0;0;0;0;3;9;;SIN INFORMACION;SIN INFORMACION
185;1403;6;ESCUELA BASICA PISIGA-CHOQUE;2;1;1;-19.302839;-68.617798;0;0;10;1;1;1;;GRATUITO;GRATUITO
186;1403;4;ESCUELA BASICA ENQUELGA;2;1;1;-19.22897;-68.804489;0;0;5;1;1;3;;GRATUITO;GRATUITO
187;1405;2;ESCUELA VERTIENTE DEL SABER;2;1;1;-20.488291;-69.324867;1;0;300;1;1;2;;GRATUITO;GRATUITO
188;1405;0;ESC. MATILLA DE NUEVA EXTREMADURA;2;1;1;-20.513229;-69.360008;1;0;237;1;1;1;;GRATUITO;GRATUITO
191;1401;0;LIC. ALCDE.SERGIO GONZALEZ GUTIERREZ;1;1;1;-20.266701;-69.82016;1;1;969;1;1;7;LAICA;GRATUITO;GRATUITO
192;1401;9;ESCUELA BASICA MAMINA;1;1;1;-20.071039;-69.217613;1;0;32;1;1;2;;GRATUITO;GRATUITO
193;1401;7;ESCUELA BASICA POZO ALMONTE;1;1;1;-20.245819;-69.78228;1;0;690;1;1;1;;GRATUITO;GRATUITO
195;1401;3;ESCUELA BASICA LA TIRANA;1;1;1;-20.33765;-69.655434;1;0;300;1;1;1;;GRATUITO;GRATUITO
196;1401;1;ESCUELA BASICA HUATACONDO;1;1;1;-20.92778;-69.05336;1;0;14;1;1;2;;GRATUITO;GRATUITO
198;1401;8;ESCUELA BASICA LA HUAYCA;1;1;1;-20.430571;-69.560463;1;0;113;1;1;1;;GRATUITO;GRATUITO
199;2301;6;LICEO DOMINGO LATRILLE LASTAUNOU;6;5;0;-22.088579;-70.194794;1;1;657;1;1;1;;GRATUITO;GRATUITO
200;2301;3;LICEO POLITÉCNICO BICENTENARIO DE EXCELENCIA DIEGO PORTALES PALAZUELOS;6;5;0;-22.0851;-70.195702;1;1;728;1;1;1;;GRATUITO;GRATUITO
201;2301;1;ESCUELA CARLOS CONDELL DE LA HAZA;6;5;0;-22.09388;-70.203949;1;0;527;1;1;2;;GRATUITO;GRATUITO
203;2301;8;ESCUELA PABLO NERUDA;6;5;0;-22.08918;-70.194397;1;0;426;1;1;7;PLURALISTA;GRATUITO;GRATUITO
204;2301;6;ESCUELA L.GRAL.BERNARDO O´HIGGINS R.;6;5;0;-22.08532;-70.189217;1;0;612;1;1;1;;GRATUITO;GRATUITO
205;2301;4;ESCUELA ARTURO PRAT CHACON;6;5;0;-22.085079;-70.187561;1;0;413;1;1;7;LAICA;GRATUITO;GRATUITO
206;2301;2;ESCUELA ESTADOS UNIDOS DE NORTEAMERICA;6;5;0;-22.108561;-70.210274;1;0;417;1;1;2;;GRATUITO;GRATUITO
207;2301;0;ESC. ESPECIAL PEDRO AGUIRRE CERDA;6;5;0;-22.08630943;-70.18914795;0;0;83;1;1;7;NO EXISTE;GRATUITO;GRATUITO
208;2301;9;COLEGIO BICENTENARIO SAGRADA FAMILIA;3;2;0;-22.09469;-70.204918;0;0;1236;1;1;2;;GRATUITO;GRATUITO
209;2301;7;ESC. PARV. EL CAMELLITO;4;3;0;;;0;0;0;0;3;9;;SIN INFORMACION;SIN INFORMACION
210;2302;0;ESCUELA ARTURO PEREZ CANTO;6;5;0;-22.34457;-69.667801;1;0;655;1;1;7;SE IMPARTE RELIGIÓN CATÓLICA Y EVANGÉLICA;GRATUITO;GRATUITO
211;2302;9;LICEO H.C. T.P. MARIA ELENA;6;5;0;-22.346689;-69.667122;1;1;313;1;1;7;SE IMPARTE RELIGIÓN CATÓLICA Y EVANGÉLICA;GRATUITO;GRATUITO
214;2302;3;ESCUELA IGNACIO CARRERA PINTO;6;5;1;-21.66033;-69.534988;1;0;26;1;1;1;;GRATUITO;GRATUITO
217;2201;8;LICEO BICENTENARIO LUIS CRUZ MARTINEZ;6;5;0;-22.455099;-68.926651;1;0;1082;1;1;1;;GRATUITO;GRATUITO
218;2201;6;LICEO FRANCISCO DE AGUIRRE;6;5;0;-22.45826;-68.931236;1;0;632;1;1;1;;GRATUITO;GRATUITO
219;2201;4;LICEO BICENTENARIO POLITECNICO CESAREO AGUIRRE GOYENECHEA;6;5;0;-22.458759;-68.920486;1;1;1172;1;1;1;;GRATUITO;GRATUITO
220;2201;8;LICEO MINERO AMÉRICA;6;5;0;-22.43762;-68.924553;1;1;1015;1;1;7;LAICO;GRATUITO;GRATUITO
222;2201;4;CENTRO EDUC.INTEGRAL DE ADULTOS C.E.I.A;6;5;0;-22.46032524;-68.92471313;0;0;437;1;1;1;;GRATUITO;GRATUITO
223;2201;2;ESCUELA CLAUDIO ARRAU;6;5;0;-22.44936;-68.926231;1;0;782;1;1;1;;GRATUITO;GRATUITO
224;2201;0;ESCUELA GRECIA;6;5;0;-22.4603;-68.933693;1;0;963;1;1;7;LAICO;GRATUITO;GRATUITO
225;2201;9;ESCUELA REPUBLICA DE BOLIVIA;6;5;0;-22.4627;-68.928589;1;0;970;1;1;2;;GRATUITO;GRATUITO
226;2201;7;ESCUELA BASICA EMILIO SOTOMAYOR;6;5;0;-22.43815;-68.922653;1;0;954;1;1;1;;GRATUITO;GRATUITO
227;2201;5;ESCUELA BASICA PRESIDENTE BALMACEDA;6;5;0;-22.45923;-68.922813;1;0;1535;1;1;7;LAICO;GRATUITO;GRATUITO
228;2201;3;ESCUELA BASICA VADO DE TOPATER;6;5;0;-22.47698;-68.929062;1;0;608;1;1;7;CATÓLICA  O EVANGÉLICA;GRATUITO;GRATUITO
229;2201;1;ESCUELA REPUBLICA DE CHILE;6;5;0;-22.444321;-68.908012;1;0;884;1;1;1;;GRATUITO;GRATUITO
230;2201;5;ESCUELA BASICA ANDRES BELLO;6;5;0;-22.45573;-68.916397;1;0;622;1;1;1;;GRATUITO;GRATUITO
231;2201;3;ESCUELA BASICA JOHN FITZGERALD KENNEDY;6;5;0;-22.45438;-68.920174;1;0;710;1;1;1;;GRATUITO;GRATUITO
232;2201;1;ESCUELA BASICA PEDRO VERGARA KELLER;6;5;0;-22.4417;-68.932564;1;0;631;1;1;2;;GRATUITO;GRATUITO
234;2201;8;ESCUELA REPUBLICA DE ECUADOR;1;1;0;-22.45403528;-68.93942446;0;0;0;0;3;2;;GRATUITO;SIN INFORMACION
235;2201;6;ESCUELA JARDIN INFANTIL EL PRINCIPITO;1;1;0;;;0;0;0;0;3;9;;SIN INFORMACION;SIN INFORMACION
236;2201;4;ESCUELA DE PARVULOS LAS ABEJITAS;6;5;0;-22.47755623;-68.92974854;1;0;208;1;1;2;;GRATUITO;GRATUITO
237;2201;2;ESCUELA DE PARVULOS LLAMITO BLANCO;6;5;0;-22.43809319;-68.92285919;1;0;225;1;1;1;;GRATUITO;GRATUITO
238;2201;0;ESCUELA DIFERENCIAL LOA;6;5;0;-22.45413589;-68.91889954;0;0;176;1;1;1;;GRATUITO;GRATUITO
